bank_code,bank_name,listed,state_owned,fy,total_assets,cash_bank_balances,investments,gross_loans,net_loans,total_deposits,borrowings,total_liabilities,shareholders_equity,paid_up_capital,reserves,interest_income,interest_expense,net_interest_income,non_interest_income,operating_income,operating_expenses,personnel_expenses,provision_loan_losses,profit_before_tax,profit_after_tax,roa,roe,nim,profit_margin,asset_growth,loan_growth,deposit_growth,equity_growth,profit_growth,cost_income,assets_per_employee,loans_per_employee,deposits_per_employee,profit_per_employee,assets_per_branch,gross_npl_pct,net_npl_pct,provision_coverage_pct,car_pct,cet1_pct,loan_deposit_ratio,asset_share_pct,loan_share_pct,deposit_share_pct,profit_share_pct,asset_rank,loan_rank,deposit_rank,profit_rank,branches,employees,atms,extension_counters,branchless_banking_centers,mobile_banking_users,internet_banking_users,debit_cards,credit_cards,qr_users,digital_transactions_count,agriculture,manufacturing,construction,wholesale_retail,transportation,tourism,consumption,real_estate,hydropower,sme,retail,corporate,housing,vehicle,margin_lending,other_sectors,current_deposits,savings_deposits,fixed_deposits,call_deposits,other_deposits,casa_ratio,fixed_deposit_share,cost_of_deposits_pct,gdp_growth_pct,inflation_pct,remittance_usd_mn,policy_rate_pct,bank_rate_pct,ticker,share_price_eoy,market_cap,pe_ratio,pb_ratio,eps,bvps,dividend_per_share,dividend_yield_pct,annual_return_pct,price_volatility,digital_account_opening,mobile_banking,digital_lending,qr_ecosystem,api_open_banking,ai_initiatives,digital_customer_acquisition,core_banking_upgrade,fintech_partnership,digital_index
EBL,Everest Bank,True,False,2022,225381.32,14024.36,35674.34,145480.53,,172739.18,2556.0,202586.77,22794.55,9467.34,9211.63,15467.18,10285.76,5181.42,1294.96,6807.08,2930.88,2045.47,325.45,3548.24,2479.4,1.134654871729289,11.40526646021819,3.692392943804033,36.42384105960265,6.487622858938269,7.625244464067005,7.813568646062596,10.2058586484661,40.00474324370109,43.05634721495855,,,,,,4.5,2.02,100.0,13.37,10.53,84.21976415541627,4.535453283572377,4.402613987151127,4.618499662808354,4.169086611202155,11.0,12.0,11.0,11.0,,,163.0,,59.0,618902.0,49211.0,395170.0,9184.0,,,11861.6,18792.5,6016.1,32204.7,3008.0,6543.3,27615.1,11024.3,11225.9,23630.2,64905.5,33150.5,7830.2,2108.7,9427.3,13985.9,14993.8,46415.0,98426.8,12903.6,,35.55,56.98,,5.6313145568451,7.6702057938028,9411.7,6.0,7.0,EBL,,,,,,,10.48,,,,,,,,,,,,,
EBL,Everest Bank,True,False,2023,250090.49,19914.77,40201.73,159479.29,,198007.81,2664.22,224718.82,25371.67,10698.09,10324.62,22400.61,14988.17,7412.44,1347.52,8765.01,3176.08,2129.93,771.36,4816.28,3362.12,1.414224746573304,13.96048932218472,4.861256804257033,38.35842742906168,10.96327326506028,9.622428513286296,14.62819842030047,11.3058603920674,35.60216181334192,36.23589704974666,,,,,,3.99,1.8,100.0,12.4,9.68,80.5419190283454,4.046438820695262,4.054172146335523,3.956657818117008,5.942820861985829,14.0,14.0,14.0,8.0,,,223.0,,65.0,921923.0,67398.0,567921.0,14156.0,,,11879.7,20743.5,6702.2,33377.2,2831.7,7305.4,30847.1,11779.2,13923.9,24932.4,78047.7,29054.2,8243.8,2580.4,9802.0,14912.5,12672.5,60273.6,109300.3,15761.4,,36.84,55.2,,1.98254843461849,7.11587261530826,10764.4,7.5,8.5,EBL,,,,,,,12.57,,,,,,,,,,,,,
EBL,Everest Bank,True,False,2024,295743.7,47250.29,44143.62,185868.06,,232316.6,2349.2,267938.92,27804.78,11767.9,12496.04,22547.39,14899.06,7648.33,1638.32,9505.48,3227.63,2410.51,282.4,4816.28,3703.23,1.356906572671822,13.92808282613826,4.429354966818191,38.9588952898749,18.25467653728057,16.54683188017703,17.32698826374577,9.589869330635302,10.1456818911877,33.95546568926557,,,,,,3.6,1.62,100.0,12.9,10.05,80.00636200770845,4.288953648465299,4.421031904829744,4.100367653324542,6.950428486165697,13.0,14.0,13.0,4.0,,,240.0,,56.0,1057054.0,66254.0,587887.0,14368.0,,,11932.7,21895.3,7639.2,35426.5,2713.7,8252.5,35984.1,13772.8,16728.1,25166.5,84681.5,34757.3,8642.9,4367.9,9609.4,18624.0,18074.2,84934.9,110559.5,18771.2,,44.34,47.59,,3.67787459697703,4.6850965426577,11254.5,6.5,7.5,EBL,560.0,65900.8,18.94,2.56,29.57,219.01,12.59,2.25,,,,,,,,,,,,
EBL,Everest Bank,True,False,2025,363639.25,6720.64,49443.44,213438.49,,298818.4,,331699.75,31939.5,12944.69,13863.24,20814.26,11711.94,9102.32,1877.81,11170.62,3651.11,2640.46,-155.33,7356.95,4839.9,1.468008840689617,16.20205315052755,4.559063706818733,43.32704899101392,22.95756426933184,14.83333392515098,28.62550502202599,14.8705366487345,30.69401576461628,32.68493601966587,,,,,,,,,,,71.42749241679896,4.688346536514886,4.821198172266867,4.637463064621194,9.161896324564989,11.0,12.0,11.0,3.0,,,244.0,,41.0,1189376.0,80076.0,618680.0,15757.0,,,14330.7,26295.3,9174.4,42545.8,3259.0,9911.0,43215.4,16540.6,20089.8,30224.0,101699.1,41742.2,10379.7,5245.7,11540.5,22366.7,23248.1,109248.0,142207.7,24144.5,,44.34,47.59,,4.43073194983359,2.65334269811436,,5.0,6.0,EBL,694.53,89906.9,35.04,3.0,19.82,231.52,14.96,2.15,24.02,,,,,,,,,,,
GIBL,Global IME Bank,True,False,2020,274082.96,8722.43,28018.61,189388.66,,212315.39,2404.0,245065.01,29017.95,18975.88,8418.12,20489.4,12267.39,8222.01,2006.46,10228.47,4027.59,2474.64,1954.43,4167.89,2908.66,,,,28.4369020977722,,,,,,39.37627035128421,,,,,,,,,12.41,10.96,89.20156941990875,7.258187461772813,7.697022533760863,7.063381257202305,5.958006405247099,1.0,1.0,2.0,5.0,,,,,,,,,,,,15147.7,23998.7,7682.7,41126.4,3841.4,8356.0,35265.4,14078.4,14335.8,30176.6,82886.5,42334.3,9999.4,2692.9,12038.9,17860.4,18429.0,57049.1,120977.3,15860.0,,35.55,56.98,,-2.3696206292072,5.05635826238499,8107.7,5.0,6.0,GIBL,,,,,26.19,240.78,6.13,,,,,,,,,,,,,
GIBL,Global IME Bank,True,False,2021,345423.26,25336.11,48901.73,239018.61,,268433.79,2371.77,312702.84,32720.42,21632.5,8097.71,21693.58,12554.46,9139.13,1914.29,11950.9,4868.11,3164.82,1125.26,5968.08,4165.15,1.344667693570534,13.49290562740804,4.26656158286016,34.8521868645876,26.02872502544484,26.20534407920727,26.43162137233668,12.75924040119993,43.19824248966877,40.73425432394212,,,,,,,,,13.17,10.52,89.04192352237027,7.439206473696523,7.431297069404229,7.356216531937922,7.53609505740434,2.0,2.0,2.0,2.0,,,148.0,,63.0,468088.0,41316.0,313312.0,7125.0,,,18284.9,28969.1,9273.9,49644.2,4637.0,10086.6,42569.2,16994.2,17304.9,36426.4,100053.2,51102.2,12070.4,3250.7,14532.3,21559.5,23300.1,72128.2,152953.6,20052.0,,35.55,56.98,,4.838149614115,4.12676744440695,8226.0,3.0,4.0,GIBL,,,,,31.43,237.16,7.7,,,,,,,,,,,,,
GIBL,Global IME Bank,True,False,2022,360537.22,18221.95,46513.51,268838.85,,276964.91,5747.23,322797.76,37739.46,23795.75,10704.48,29058.37,18768.81,10289.56,2217.83,13038.92,5384.72,3290.73,466.43,7026.58,4959.22,1.404956832711089,14.07671997170588,4.052144867577607,38.03397827427425,4.375489942397026,12.47611639947199,3.178109581509836,15.33916740677535,19.06461952150584,41.29728535798977,,,,,,4.5,2.02,100.0,13.37,10.53,97.06603266096056,7.255258414047162,8.135753157481783,7.40516623643082,8.338879448256009,2.0,2.0,3.0,1.0,,,163.0,,59.0,618902.0,49211.0,395170.0,9184.0,,,20566.2,32583.3,10430.9,55837.8,5215.5,11345.0,47880.2,19114.4,19463.9,40971.0,112535.9,57477.7,13576.4,3656.2,16345.4,24249.3,24040.6,74420.5,157814.6,20689.3,,35.55,56.98,,5.6313145568451,7.6702057938028,9411.7,6.0,7.0,GIBL,,,,,31.47,236.27,8.34,,,,,,,,,,,,,
GIBL,Global IME Bank,True,False,2023,526882.56,19317.78,87591.67,368126.97,,426325.45,3282.55,467828.85,59053.71,35771.06,20039.29,48210.08,31103.09,17106.99,2744.14,19857.19,6900.549999999999,4234.42,3426.14,9265.52,6694.36,1.508724540712852,13.83229829129472,5.371399677301366,33.71252427961862,46.1381878963842,36.93220678484528,53.92760404197053,56.4773581815956,34.98816346118944,34.75088872091167,,,,,,3.99,1.8,100.0,12.4,9.68,86.34881403397333,8.5249065037671,9.35826907737608,8.518976725234989,11.83282639098053,1.0,1.0,1.0,1.0,,,223.0,,65.0,921923.0,67398.0,567921.0,14156.0,,,26100.2,45574.1,14725.1,73330.9,6221.3,16050.3,67772.2,25879.3,30591.4,54777.3,171473.5,63833.2,18111.8,5669.2,21535.4,32763.3,27284.8,129773.5,235331.6,33935.5,,36.84,55.2,,1.98254843461849,7.11587261530826,10764.4,7.5,8.5,GIBL,,,,,37.39,246.73,7.48,,,,,,,,,,,,,
GIBL,Global IME Bank,True,False,2024,602154.46,21314.92,121300.9,383188.18,,487455.85,12100.95,540747.3099999999,61407.15,36128.77,24771.66,51680.02,34823.69,16856.33,3447.29,20653.93,8018.36,4782.11,3616.61,8867.39,6137.45,1.087200843068901,10.18994883483316,4.487152961044378,29.71565217854423,14.28627662301063,4.091308496087653,14.3389047029681,3.985253424382651,-8.319092489797375,38.82244202435081,,,,,,3.6,1.62,100.0,12.9,10.05,78.60982281779981,8.732603832834487,9.114460921008389,8.60355308128571,11.51910826830028,1.0,2.0,1.0,2.0,,,240.0,,56.0,1057054.0,66254.0,587887.0,14368.0,,,24600.7,45139.6,15749.0,73035.7,5594.5,17013.6,74185.2,28394.2,34486.9,51883.7,174580.5,71656.2,17818.3,9004.9,19810.8,38395.5,37924.1,178213.9,231980.2,39386.4,,44.34,47.59,,3.67787459697703,4.6850965426577,11254.5,6.5,7.5,GIBL,,,,,,,6.8,,,,,,,,,,,,,
GIBL,Global IME Bank,True,False,2025,688080.4,52688.97,148805.84,410113.93,,550628.59,12416.42,621452.99,66627.41,38115.85,24456.68,43930.15,27250.21,16679.94,4187.05,21249.17,8039.400000000001,4691.56,5976.6,7246.64,5076.3,0.7868799948561304,7.929577764003719,4.205192395114139,23.88940368023787,14.26975065500637,7.026769458285487,12.95968445142261,8.501062172727437,-17.28975388801538,37.83394833774684,,,,,,,,,,,74.48104538124328,8.871317824420158,9.263748678774771,8.545389937331324,9.60939984553178,1.0,2.0,1.0,2.0,,,244.0,,41.0,1189376.0,80076.0,618680.0,15757.0,,,27342.8,50171.1,17504.5,81176.7,6218.2,18910.0,82454.5,31559.3,38331.1,57667.0,194040.5,79643.5,19804.4,10008.7,22019.1,42675.3,42838.9,201309.8,262044.1,44490.8,,44.34,47.59,,4.43073194983359,2.65334269811436,,5.0,6.0,GIBL,,,,,,,5.33,,,,,,,,,,,,,
HBL,Himalayan Bank,True,False,2020,155824.62,7231.14,18241.67,101653.35,,125264.38,,138279.32,17545.3,9372.28,5669.96,12178.99,7357.29,4821.7,1597.11,6418.81,2701.61,1651.12,305.63,3558.39,2586.72,,,,40.29905854823557,,,,,,42.08895418309624,,,,,,,,,14.89,11.76,81.15104229949488,4.126503534256611,4.131335664882362,4.167338382239118,5.298554773875522,12.0,13.0,12.0,6.0,,,,,,,,,,,,8164.6,12935.3,4141.0,22167.1,2070.5,4503.9,19008.0,7588.3,7727.0,16265.1,44675.7,22818.1,5389.7,1451.5,6489.0,9626.7,10872.9,33658.5,71375.6,9357.2,,35.55,56.98,,-2.3696206292072,5.05635826238499,8107.7,5.0,6.0,HBL,,,,,,,11.04,,,,,,,,,,,,,
HBL,Himalayan Bank,True,False,2021,178490.93,11316.44,20433.63,132093.94,,141021.07,,158358.22,20132.71,10684.4,6510.11,10370.84,6582.12,3788.72,3580.92,7369.63,2916.45,1859.37,145.32,4259.31,2998.62,1.793886045683487,15.91708266970575,3.241723144683303,40.68888125998184,14.54603900205242,29.9454863022222,12.5787474460018,14.7470262691433,15.92364074967527,39.57389991085034,,,,,,,,,13.85,11.16,93.66964808875723,3.84406910510923,4.106915813827459,3.864571321239309,5.425467356765975,14.0,14.0,14.0,8.0,,,148.0,,63.0,468088.0,41316.0,313312.0,7125.0,,,10105.2,16009.8,5125.2,27435.9,2562.6,5574.4,23525.9,9391.9,9563.6,20131.1,55294.5,28241.7,6670.7,1796.5,8031.3,11914.9,12240.6,37892.4,80353.8,10534.3,,35.55,56.98,,4.838149614115,4.12676744440695,8226.0,3.0,4.0,HBL,,,,,15.33,151.95,11.23,,,,,,,,,,,,,
HBL,Himalayan Bank,True,False,2022,216286.27,18525.37,31900.98,,,168419.49,,194276.07,22010.2,12968.73,6473.68,16565.85,11622.53,4943.32,1019.04,6579.2,2742.04,1628.05,1280.86,3396.83,2367.54,1.199430970177609,11.23576895852707,,35.98522616731518,21.1749358917005,,19.42860027937667,9.325570179076736,-21.0456810132661,41.67740758754864,,,,,,4.5,2.02,100.0,13.37,10.53,,4.352429356004843,,4.503004806294408,3.980995126032729,12.0,,12.0,12.0,,,163.0,,59.0,618902.0,49211.0,395170.0,9184.0,,,,,,,,,,,,,,,,,,,14618.8,45254.3,95965.4,12580.9,,35.55,56.98,,5.6313145568451,7.6702057938028,9411.7,6.0,7.0,HBL,,,,,19.25,151.26,7.3,,,,,,,,,,,,,
HBL,Himalayan Bank,True,False,2023,332392.9,38628.27,37596.0,,,275310.99,,298762.53,33630.37,21656.62,15216.38,29094.72,19173.93,9920.78,1657.96,11578.74,3626.89,2065.44,4868.93,2019.66,1562.82,0.5696662404734628,5.617555679246276,,13.49732354297618,53.68192349888879,,63.46741698362821,52.79447710606902,-33.98971083909881,31.32370188811564,,,,,,3.99,1.8,100.0,12.4,9.68,,5.378083486035309,,5.501355633381499,2.762411603252915,9.0,,9.0,16.0,,,223.0,,65.0,921923.0,67398.0,567921.0,14156.0,,,,,,,,,,,,,,,,,,,17619.9,83804.7,151971.7,21914.8,,36.84,55.2,,1.98254843461849,7.11587261530826,10764.4,7.5,8.5,HBL,,,,,20.84,158.6,2.89,,,,,,,,,,,,,
HBL,Himalayan Bank,True,False,2024,355735.81,43784.71,42143.26,,,293899.59,,319112.73,36623.08,21656.62,22407.99,35576.63,23958.94,11617.69,1524.34,13142.03,4990.63,3010.7,5265.95,1771.51,1238.3,0.3599036000111084,3.525236127193753,,9.422440825351943,7.022686104306075,,6.751855419938035,8.898831621537306,-20.76502732240437,37.97457470421236,,,,,,3.6,1.62,100.0,12.9,10.05,,5.158975153787751,,5.187302035934346,2.324110464221499,9.0,,9.0,16.0,,,240.0,,56.0,1057054.0,66254.0,587887.0,14368.0,,,,,,,,,,,,,,,,,,,22865.4,107449.7,139866.8,23747.1,,44.34,47.59,,3.67787459697703,4.6850965426577,11254.5,6.5,7.5,HBL,204.2,44223.6,10.91,1.24,18.71,165.09,2.29,1.12,,,,,,,,,,,,
HBL,Himalayan Bank,True,False,2025,371298.73,46635.05,40506.83,,,309158.67,,334674.42,36624.31,21656.62,23822.0,27699.72,17244.09,10455.63,2065.94,12521.56,5328.07,3418.46,3756.04,87.31,129.73,0.03568743790356919,0.3542242256003934,,1.03605301575842,4.374853349737262,,5.191936470547631,0.003358537840059128,-89.52354033755955,42.55116774587192,,,,,,,,,,,,4.787099068122806,,4.797937186038117,0.2455779685914618,10.0,,10.0,19.0,,,244.0,,41.0,1189376.0,80076.0,618680.0,15757.0,,,,,,,,,,,,,,,,,,,24052.5,113028.4,147128.6,24980.0,,44.34,47.59,,4.43073194983359,2.65334269811436,,5.0,6.0,HBL,233.05,50471.6,13.72,1.37,16.99,169.97,0.24,0.1,14.13,,,,,,,,,,,
KBL,Kumari Bank,True,False,2020,153811.47,9248.39,12747.0,111092.71,114511.16,116547.03,,136725.66,17085.81,12520.05,3822.76,10569.83,6996.63,3573.2,864.25,4437.45,2289.58,1408.6,461.79,1709.38,1158.51,,,,26.10756177534395,,,,,,51.59675038591984,,,,,,,,,14.42,11.13,95.32006950327263,4.073191865086561,4.514964582391368,3.87732659080717,2.373054946450536,13.0,10.0,14.0,21.0,,,,,,,,,,,,8760.3,13879.0,4443.1,23784.4,2221.6,4832.5,20394.8,8141.9,8290.8,17451.9,47935.3,24483.0,5782.9,1557.4,6962.4,10329.1,10116.3,31316.2,66408.5,8706.1,,35.55,56.98,,-2.3696206292072,5.05635826238499,8107.7,5.0,6.0,KBL,,,,,13.32,174.8,3.7,,,,,,,,,,,,,
KBL,Kumari Bank,True,False,2021,189782.82,7580.24,22697.94,137897.93,143019.28,145838.23,,170890.59,18892.22,13878.47,3677.85,12776.39,7698.87,5077.51,822.62,6672.39,3191.32,2023.92,475.28,3039.4,1970.73,1.147126164407447,10.95518570638804,4.078474596474791,29.53559369281471,23.38664990328745,24.12869395300554,25.13251517434636,10.57257455163085,70.1090193438123,47.82873902754486,,,,,,,,,13.69,10.53,94.55540567106443,4.08725684292477,4.287366925470403,3.996581795885553,3.56568397596208,13.0,9.0,13.0,13.0,,,148.0,,63.0,468088.0,41316.0,313312.0,7125.0,,,10941.2,17334.2,5549.2,29705.6,2774.6,6035.5,25472.1,10168.8,10354.8,21796.5,59868.8,30578.0,7222.6,1945.1,8695.7,12900.5,12658.8,39186.7,83098.6,10894.1,,35.55,56.98,,4.838149614115,4.12676744440695,8226.0,3.0,4.0,KBL,,,,,,,5.68,,,,,,,,,,,,,
KBL,Kumari Bank,True,False,2022,212108.44,7424.790000000001,22815.09,158409.19,158406.69,176767.67,,191106.32,21002.12,14711.18,4329.56,18355.16,12137.99,6217.17,962.86,7941.16,3551.59,2332.99,812.1,3593.81,2579.81,1.28383483631866,12.93321308235705,4.196436454176329,32.48656367583578,11.76377292739141,14.87423342757939,21.20804675152737,11.16808929813435,30.90631390398482,44.72381868643876,,,,,,4.5,2.02,100.0,13.37,10.53,89.61434520237779,4.268356936907701,4.793868400034563,4.726208751774892,4.33792503446214,13.0,10.0,10.0,10.0,,,163.0,,59.0,618902.0,49211.0,395170.0,9184.0,,,12118.3,19199.2,6146.3,32901.6,3073.1,6684.9,28212.7,11262.9,11468.8,24141.6,66310.1,33867.9,7999.7,2154.4,9631.3,14288.5,15343.4,47497.5,100722.2,13204.5,,35.55,56.98,,5.6313145568451,7.6702057938028,9411.7,6.0,7.0,KBL,,,,,,,7.02,,,,,,,,,,,,,
KBL,Kumari Bank,True,False,2023,380524.79,21232.39,42696.6,280691.62,280688.62,316047.05,2645.52,345209.99,35314.8,26225.86,11291.85,34112.24,23046.06,11066.18,1784.93,13057.68,3980.230000000001,2209.82,8115.8,1001.65,517.92,0.1747860139398528,1.839305132453976,5.040382412412312,3.966401382175087,79.4010601369752,77.19402516987807,78.7923379880495,68.14873927013085,-79.92410293781325,30.48190796527409,,,,,,3.99,1.8,100.0,12.4,9.68,88.81323840864833,6.156852595606144,7.135548117337335,6.315357112809425,0.9154657718462458,5.0,4.0,5.0,19.0,,,223.0,,65.0,921923.0,67398.0,567921.0,14156.0,,,19901.0,34749.6,11227.7,55913.8,4743.7,12238.2,51675.3,19732.6,23325.5,41766.9,130746.2,48671.9,13810.0,4322.7,16420.5,24981.6,20227.0,96204.7,174458.0,25157.3,,36.84,55.2,,1.98254843461849,7.11587261530826,10764.4,7.5,8.5,KBL,,,,,,,0.79,,,,,,,,,,,,,
KBL,Kumari Bank,True,False,2024,409452.88,29581.0,64635.15,279176.72,279173.72,333111.32,1340.59,374649.68,34803.2,26225.86,13944.76,38609.37,27806.03,10803.34,2437.61,13636.42,5821.09,3857.07,6841.41,998.97,4.61,0.001167121597247173,0.01314926267149662,3.859243049892766,0.03380652693302201,7.602156484995382,-0.5397026102881286,5.399281531025202,-1.448684404272449,-99.10990114303367,42.68781689035686,,,,,,3.6,1.62,100.0,12.9,10.05,83.80883603715418,5.937994363195647,6.640458754482721,5.879385637893463,0.008652304966535662,6.0,5.0,6.0,20.0,,,240.0,,56.0,1057054.0,66254.0,587887.0,14368.0,,,17923.1,32887.0,11474.2,53211.1,4076.0,12395.4,54048.6,20687.0,25125.9,37800.5,127192.9,52206.0,12981.7,6560.7,14433.4,27973.5,25916.1,121785.5,158527.7,26915.4,,44.34,47.59,,3.67787459697703,4.6850965426577,11254.5,6.5,7.5,KBL,153.7,40309.4,5.57,0.82,27.6,187.68,0.01,0.01,,,,,,,,,,,,
KBL,Kumari Bank,True,False,2025,441683.64,35350.48,80098.7,260322.4,274472.64,364639.16,1380.59,404566.81,37116.83,26225.86,14740.49,32357.2,20735.65,11621.55,3033.28,15194.02,6155.4,4311.04,3451.42,5234.62,1819.7,0.4275929788560829,5.060342716764718,4.308273941206799,11.97642230298499,7.871665232883451,-6.753543060467216,9.464655839375258,6.647750781537343,39372.88503253796,40.51199090168369,,,,,,,,,,,71.39178359230533,5.694561199951017,5.880222817731349,5.65895753546133,3.444679175563734,6.0,6.0,6.0,15.0,,,244.0,,41.0,1189376.0,80076.0,618680.0,15757.0,,,17621.3,32333.2,11281.0,52315.1,4007.3,12186.7,53138.5,20338.7,24702.8,37164.0,125051.1,51327.0,12763.1,6450.2,14190.4,27502.5,28368.9,133312.1,173531.8,29462.8,,44.34,47.59,,4.43073194983359,2.65334269811436,,5.0,6.0,KBL,220.19,57747.0,7.84,1.17,28.07,188.44,2.78,1.26,43.26,,,,,,,,,,,
LLBS,Laxmi Sunrise Bank,True,False,2020,116631.41,8011.84,13112.95,81040.37,,90223.27,1202.5,103102.51,13528.9,8967.81,3469.8,10182.24,6720.07,3462.17,1144.18,4606.34,2106.34,1232.79,475.24,1992.44,1411.55,,,,30.64363464268812,,,,,,45.72697629788509,,,,,,,,,12.62,10.02,89.82202706685314,3.088600027199372,3.293595054922072,3.00157870930366,2.891374014606913,18.0,18.0,20.0,18.0,,,,,,,,,,,,6888.3,10913.2,3493.7,18701.9,1746.8,3799.8,16036.6,6402.0,6519.1,13722.5,37691.9,19251.2,4547.2,1224.6,5474.6,8121.9,8538.6,26432.2,56051.7,7348.3,,35.55,56.98,,-2.3696206292072,5.05635826238499,8107.7,5.0,6.0,LLBS,,,,,18.26,169.71,5.75,,,,,,,,,,,,,
LLBS,Laxmi Sunrise Bank,True,False,2021,137763.42,4145.73,20860.09,100490.66,,114605.49,3591.57,120866.66,16896.76,10695.69,4938.13,8960.72,5436.64,3524.08,1143.79,4925.93,2393.53,1518.14,254.68,2257.78,1575.76,1.238830207359167,10.35809905191868,3.882619957590721,31.98908632481582,18.11862687761385,24.00074185248662,27.02431423733589,24.89381989666566,11.63331089936595,48.5904184590524,,,,,,,,,11.85,9.27,87.68398442343381,2.966941270551882,3.124342272597505,3.140673162603137,2.851056299930486,19.0,18.0,18.0,19.0,,,148.0,,63.0,468088.0,41316.0,313312.0,7125.0,,,8299.2,13148.5,4209.3,22532.6,2104.6,4578.1,19321.4,7713.4,7854.4,16533.3,45412.4,23194.4,5478.6,1475.4,6596.0,9785.5,9947.8,30794.5,65302.2,8561.0,,35.55,56.98,,4.838149614115,4.12676744440695,8226.0,3.0,4.0,LLBS,,,,,7.22,155.29,5.89,,,,,,,,,,,,,
LLBS,Laxmi Sunrise Bank,True,False,2022,173383.95,11194.74,16816.56,126767.9,,139537.1,6433.11,156442.93,16941.02,11551.35,4188.87,13800.26,9459.39,4340.88,1194.8,5757.05,2736.34,1842.76,560.32,2489.01,1961.81,1.261016604446954,11.59538243939171,3.820212536768692,34.07665384181134,25.85630496107021,26.14893762266064,21.75428943238234,0.2619437099183664,24.49928923186271,47.5302455250519,,,,,,4.5,2.02,100.0,13.37,10.53,90.84888535020434,3.489085987011917,3.836321806510983,3.730780991893417,3.298764138389328,18.0,17.0,18.0,18.0,,,163.0,,59.0,618902.0,49211.0,395170.0,9184.0,,,10153.4,16086.2,5149.7,27566.8,2574.8,5601.0,23638.2,9436.7,9609.2,20227.1,55558.3,28376.4,6702.6,1805.0,8069.6,11971.7,12111.8,37493.6,79508.2,10423.4,,35.55,56.98,,5.6313145568451,7.6702057938028,9411.7,6.0,7.0,LLBS,,,,,5.72,169.11,5.24,,,,,,,,,,,,,
LLBS,Laxmi Sunrise Bank,True,False,2023,361665.77,21466.14,53360.55,247870.14,,296243.48,5080.62,323440.84,38224.93,21670.24,14826.36,19066.47,13379.78,5686.69,1214.35,7389.0,3052.26,1884.06,1060.7,3044.03,2285.24,0.8542159409035854,8.284965635505234,3.035831598948147,30.92759507375828,108.5924158493332,95.53068245194567,112.3044552309027,125.6353513542868,16.48630601332442,41.30816077953715,,,,,,3.99,1.8,100.0,12.4,9.68,83.67108703962026,5.85171556041433,6.301183166142052,5.919635600273492,4.039347776594677,7.0,6.0,7.0,12.0,,,223.0,,65.0,921923.0,67398.0,567921.0,14156.0,,,18119.0,31638.0,10222.3,50907.1,4318.9,11142.3,47048.2,17965.7,21236.8,38027.0,119038.7,44313.7,12573.4,3935.6,14950.1,22744.6,18959.6,90176.5,163526.4,23581.0,,36.84,55.2,,1.98254843461849,7.11587261530826,10764.4,7.5,8.5,LLBS,,,,,0.6,169.11,4.22,,,,,,,,,,,,,
LLBS,Laxmi Sunrise Bank,True,False,2024,395961.89,21696.34,87110.57,255400.46,,328931.51,3980.64,355460.45,40501.44,23187.15,16072.61,35924.61,23560.75,12363.87,2454.5,14914.98,6924.900000000001,4950.85,3588.06,4304.69,2920.38,0.770927502831668,7.419064285575469,4.913408412889607,19.58018046286351,9.482821667087826,3.038010145150993,11.03417702222511,5.955563554988852,27.79314207698098,46.42916048160977,,,,,,3.6,1.62,100.0,12.9,10.05,77.64548309768195,5.742344444763205,6.074919930665831,5.805612357288279,5.481131969234581,7.0,6.0,7.0,9.0,,,240.0,,56.0,1057054.0,66254.0,587887.0,14368.0,,,16396.7,30086.2,10497.0,48679.3,3728.8,11339.8,49445.5,18925.2,22986.0,34581.2,116360.4,47759.9,11876.1,6001.9,13204.2,25591.1,25590.9,120257.4,156538.5,26577.7,,44.34,47.59,,3.67787459697703,4.6850965426577,11254.5,6.5,7.5,LLBS,1224.0,283808.9,97.22,7.01,,,5.04,0.41,,,,,,,,,,,,
LLBS,Laxmi Sunrise Bank,True,False,2025,443587.71,10524.79,98415.99,283197.61,,367053.71,548.49,398203.6,45384.11,24346.51,18073.24,28929.62,18077.64,10851.98,2707.59,14160.19,6871.76,4911.79,1258.01,5700.02,4062.04,0.9676712370537726,9.4591930772988,4.029713660132499,28.68633824828621,12.02787975378135,10.88375095330683,11.5897075351644,12.0555466669827,39.0928577787822,48.52872736877118,,,,,,,,,,,77.15426987510901,5.719110090066102,6.396933372806118,5.696429747489375,7.689412869322915,5.0,5.0,5.0,5.0,,,244.0,,41.0,1189376.0,80076.0,618680.0,15757.0,,,18181.3,33360.7,11639.4,53977.5,4134.7,12574.0,54827.1,20984.9,25487.8,38345.0,129024.8,52958.0,13168.7,6655.1,14641.3,28376.4,28556.8,134194.8,174680.9,29657.9,,44.34,47.59,,4.43073194983359,2.65334269811436,,5.0,6.0,LLBS,1113.76,271167.1,66.77,5.97,,,6.67,0.6,-9.01,,,,,,,,,,,
